acronym_,expansion,id,text
CI,cochlear implant,EXT,"In the past CIs were only approved for people who were deaf in both ears; as of 2014 a CI had been used experimentally in some people who had acquired deafness in one ear after they had learned how to speak, and"
CI,cochlear implant,EXT,"The reviews also found that, overall, while CIs provide open set speech understanding for the majority of implanted profoundly hearing-impaired children, the efficacy of CIs is highly variable, and that it was not possible to accurately predict the specific outcome of the given implanted child."
CI,cochlear implant,EXT,"As of October 2010, approximately 188,000 individuals had been fitted with CIs."
CI,cochlear implant,EXT,"As of December 2012, the same publication cited approximately 324,000 CI devices having been surgically implanted."
CI,cochlear implant,EXT,"As of 2016, the Ear Foundation in the United Kingdom, estimates the number of CI recipients in the world to be about 600,000.


="
CI,cochlear implant,EXT,"In the United States, the overall cost of getting CIs was about $100,000 as of 2017."
CI,cochlear implant,EXT,"In the United Kingdom, the NHS covers CIs in full, as does Medicare in Australia, and the Department of Health in Ireland, Seguridad Social in Spain and Israel, and the Ministry of Health or ACC  in New Zealand."
CI,cochlear implant,EXT,"A study by Johns Hopkins University determined that for a three-year-old child who receives them, CIs can save $30,000 to $50,000 in special-education costs for elementary and secondary schools as the child is more likely to be mainstreamed in school and thus use fewer support services than similarly deaf children."
CI,cochlear implant,EXT,"As of 2013, the three CI devices approved for use in the US were manufactured by Cochlear Limited , Advanced Bionics  and MED-EL ."
CI,cochlear implant,EXT,"Much of the strongest objection to CIs has come from within the Deaf community, some of whom are pre-lingually Deaf people whose first language is a sign language."
CI,cochlear implant,EXT,"For some in the Deaf community, CIs are an affront to their culture, which, as they view it, is a minority threatened by the hearing majority."
CI,cochlear implant,EXT,"This accounts for the CI being seen as an affront to their culture, as many do not believe that deafness is something that needs to be cured."
CI,cochlear implant,EXT,"However, it has also been argued that this does not necessarily have to be the case: the CI can act as a tool deaf people can use to access the ""hearing world"" without losing their Deaf identity."
CI,cochlear implant,EXT,It is believed by some that CIs for congenitally deaf children are most effective when implanted at a young age.
CI,cochlear implant,EXT,Deaf culture critics also point out that the CI and the subsequent therapy often become the focus of the child's identity at the expense of language acquisition and ease of communication in sign language and Deaf identity.
CI,cochlear implant,EXT,"Children with CIs are more likely to be educated orally, in the standard fashion, and without access to sign language and are often isolated from other deaf children and from sign language."
CI,cochlear implant,EXT,"As the trend for CIs in children grows, Deaf-community advocates have tried to counter the ""either or"" formulation of oralism vs manualism with a ""both and"" or ""bilingual-bicultural"" approach; some schools are now successfully integrating CIs with sign language in their educational programs."
CI,cochlear implant,EXT,"Better speech recognition with CIs""."
CI,cochlear implant,EXT,NASA Spinoff article on engineer Adam Kissiah's contribution to CIs beginning in the 1970s.
CI,continuous integration,EXT,"In software engineering, CI  is the practice of merging all developers' working copies to a shared mainline several times a day."
CI,continuous integration,EXT,"The earliest known work on CI was the Infuse environment developed by G. E. Kaiser, D. E. Perry, and W. M. Schell."
CI,continuous integration,EXT,"In 1994, Grady Booch used the phrase CI in Object-Oriented Analysis and Design with Applications  to explain how, when developing using micro processes, ""internal releases represent a sort of CI of the system, and exist to force closure of the micro process""."
CI,continuous integration,EXT,"In 1997, Kent Beck and Ron Jeffries invented Extreme Programming  while on the Chrysler Comprehensive Compensation System project, including CI."
CI,continuous integration,EXT,"Beck published about CI in 1998, emphasising the importance of face-to-face communication over technological support."
CI,continuous integration,EXT,"This section lists best practices suggested by various authors on how to achieve CI, and how to automate this practice."
CI,continuous integration,EXT,"To achieve these objectives, CI relies on the following principles."
CI,continuous integration,EXT,Other more recent tools are frequently used in CI environments.
CI,continuous integration,EXT,"Automated Continuous Integration employs a CI server or daemon to monitor the revision control system for changes, then automatically run the build process."
CI,continuous integration,EXT,"Software metrics generated from automated testing and CI  focus developers on developing functional, quality code, and help develop momentum in a teamSome downsides of CI can include:

Constructing an automated test suite requires a considerable amount of work, including ongoing effort to cover new features and follow intentional code modifications."
CI,continuous integration,EXT,"Testing is considered a best practice for software development in its own right, regardless of whether or not CI is employed, and automation is an integral part of project methodologies like test-driven development."
CI,continuous integration,EXT,"However, there are a number of CI software projects, both proprietary and open-source, which can be used."
CI,continuous integration,EXT,Safety and mission-critical development assurance  require rigorous documentation and in-process review that are difficult to achieve using CI.
CI,continuous integration,EXT,"Build light indicator
Comparison of CI software"
CI,continuous integration,EXT,"Continuous design
Continuous testing
Multi-stage CI"
CI,computational intelligence,EXT,The expression CI  usually refers to the ability of a computer to learn a specific task from data or experimental observation.
CI,computational intelligence,EXT,"Even though it is commonly considered a synonym of soft computing, there is still no commonly accepted definition of CI."
CI,computational intelligence,EXT,"Generally, CI is a set of nature-inspired computational methodologies and approaches to address complex real-world problems to which mathematical or traditional modelling can be useless for a few reasons: the processes might be too complex for mathematical reasoning, it might contain some uncertainties during the process, or the process might simply be stochastic in nature."
CI,computational intelligence,EXT,"According to bibliometrics studies, CI plays a key role in research."
AS,autonomous system,EXT,"An AS  is a collection of connected Internet Protocol  routing prefixes under the control of one or more network operators on behalf of a single administrative entity or domain that presents a common, clearly defined routing policy to the internet."
AS,autonomous system,EXT,"Even though there may be multiple ASs supported by the ISP, the internet only sees the routing policy of the ISP."
AS,autonomous system,EXT,That ISP must have an officially registered AS number .
AS,autonomous system,EXT,"The accepted textual representation of AS numbers is defined in RFC 5396 as ""asplain""."
AS,autonomous system,EXT,"However, the stub AS may have peering with other ASs that is not reflected in public route-view servers."
AS,ancillary service,EXT,The term ASs is used to refer to a variety of operations beyond generation and transmission that are required to maintain grid stability and security.
AS,ancillary service,EXT,"Traditionally ASs have been provided by generators, however, the integration of intermittent generation and the development of smart grid technologies have prompted a shift in the equipment that can be used to provide ASs.


=="
AS,ancillary service,EXT,Types of ASs =
AS,ancillary service,EXT,"Six different kinds of ASs:

scheduling and dispatch
reactive power and voltage control"
AS,ancillary service,EXT,The grid integration of renewable generation simultaneously requires additional ASs and has the potential to provide ASs to the grid.
AS,ancillary service,EXT,The inverters that are installed with distributed generation systems and roof top solar systems have the potential to provide many of the ASs that are traditionally provided by spinning generators and voltage regulators.
AS,ancillary service,EXT,"Plug-in electric vehicles have the potential to be utilized to provide ASs to the grid, specifically load regulation and spinning reserves."
AS,ancillary service,EXT,"The technologies to utilize electric vehicles to provide ASs are not yet widely implemented, but there is much anticipation of their potential."
TD,technical debt,EXT,"As with monetary debt, if TD is not repaid, it can accumulate 'interest', making it harder to implement changes."
TD,technical debt,EXT,Unaddressed TD increases software entropy.
TD,technical debt,EXT,"On the other hand, some experts claim that the ""TD"" metaphor tends to minimize the impact, which results in insufficient prioritization of the necessary work to correct it."
TD,technical debt,EXT,Common causes of TD include:
TD,technical debt,EXT,"Business pressures, where the business considers getting something released sooner before the necessary changes are complete, builds up TD comprising those uncompleted changes.:4:22"
TD,technical debt,EXT,"Lack of process or understanding, where businesses are blind to the concept of TD, and make decisions without considering the implications."
TD,technical debt,EXT,Parallel development on multiple branches accrues TD because of the work required to merge the changes into a single source base.
TD,technical debt,EXT,Service or repay the TD ==
TD,technical debt,EXT,Happened-upon TD—debt that the development team was unaware existed until it was exposed during the normal course of performing work on the product.
TD,technical debt,EXT,Known TD—debt that is known to the development team and has been made visible using one of the previously discussed approaches.
TD,technical debt,EXT,Targeted TD—debt that is known and has been targeted for servicing by the development team.
TD,technical debt,EXT,The buildup of TD is a major cause for projects to miss deadlines.
TD,technical debt,EXT,"If enough work is completed on a project to not present a barrier to submission, then a project will be released which still carries a substantial amount of TD."
TD,technical debt,EXT,"If this software reaches production, then the risks of implementing any future refactors which might address the TD increase dramatically."
TD,technical debt,EXT,For this reason we can view the carrying of TD to production almost as if it were an increase in interest rate and the only time this decreases is when deployments are turned down and retired.
TD,technical debt,EXT,Other instances of TD include knowledge that isn't shared around the organization and code that is too confusing to be modified easily.
TD,technical debt,EXT,"Writing about PHP development in 2014, Junade Ali said:

The cost of never paying down this TD is clear; eventually the cost to deliver functionality will become so slow that it is easy for a well-designed competitive software product to overtake the badly-designed software in terms of features."
TD,technical debt,EXT,Grady Booch compares how evolving cities is similar to evolving software-intensive systems and how lack of refactoring can lead to TD.
TD,technical debt,EXT,"""The concept of TD is central to understanding the forces that weigh upon systems, for it often explains where, how, and why a system is stressed."
TD,technical debt,EXT,"In open source software, postponing sending local changes to the upstream project is a form of TD."
TD,technical debt,EXT,The online community for discussing TD
TD,technical debt,EXT,"Steve McConnell discusses TD
TechnicalDebt from Martin Fowler Bliki"
TD,technical debt,EXT,"Everything you need to know
What is TD?"
TD,temporal difference,EXT,"""Temporal difference methods are related to the TD model of animal learning."
TD,temporal difference,EXT,TD-Lambda is a learning algorithm invented by Richard S. Sutton based on earlier work on TD learning by Arthur Samuel.
TD,temporal difference,EXT,Meta-Tic-Tac-Toe Example web app showing how TD learning can be used to learn state evaluation constants for a minimax AI playing a simple board game.
TD,temporal difference,EXT,"Reinforcement Learning Problem, document explaining how TD learning can be used to speed up Q-learning
TD-Simulator Temporal difference simulator for classical conditioning"
TD,temporal dimension,EXT,"A TD, or time dimension,  is a dimension of time."
TD,temporal dimension,EXT,A TD is one way to measure physical change.
TD,training data,EXT,"The model is initially fit on a TDset, which is a set of examples used to fit the parameters  of the model."
TD,training data,EXT,"The model  is trained on the TDset using a supervised learning method, for example using optimization methods such as gradient descent or stochastic gradient descent."
TD,training data,EXT,"In practice, the TDset often consists of pairs of an input vector  and the corresponding output vector , where the answer key is commonly denoted as the target ."
TD,training data,EXT,"The current model is run with the TDset and produces a result, which is then compared with the target, for each input vector in the TDset."
TD,training data,EXT,The validation dataset provides an unbiased evaluation of a model fit on the TDset while tuning the model's hyperparameters  in a neural network).
TD,training data,EXT,"Finally, the test dataset is a dataset used to provide an unbiased evaluation of a final model fit on the TDset."
TD,training data,EXT,"A TDset is a dataset of examples used during the learning process and is used to fit the parameters  of, for example, a classifier."
TD,training data,EXT,"Most approaches that search through TD for empirical relationships tend to overfit the data, meaning that they can identify and exploit apparent relationships in the TD that do not hold in general."
TD,training data,EXT,"It, as well as the testing set , should follow the same probability distribution as the TDset."
TD,training data,EXT,"For example, if the most suitable classifier for the problem is sought, the TDset is used to train the candidate algorithms, the validation dataset is used to compare their performances and decide which one to take and, finally, the test dataset is used to obtain the performance characteristics such as accuracy, sensitivity, specificity, F-measure, and so on."
TD,training data,EXT,"The validation dataset functions as a hybrid: it is TD used for testing, but neither as part of the low-level training nor as part of the final testing."
TD,training data,EXT,Various networks are trained by minimization of an appropriate error function defined with respect to a TD set.
TD,training data,EXT,"A test dataset is a dataset that is independent of the TDset, but that follows the same probability distribution as the TDset."
TD,training data,EXT,If a model fit to the TDset also fits the test dataset
TD,training data,EXT,A better fitting of the TDset as opposed to the test dataset usually points to overfitting.
TD,training data,EXT,A dataset can be repeatedly split into a TDset and a validation dataset: this is known as cross-validation.
CPI,consumer price index,EXT,A CPI measures changes in the price level of a weighted average market basket of consumer goods and services purchased by households.
CPI,consumer price index,EXT,International organizations like the Organisation for Economic Co-operation and Development  report statistical figures like the CPI for many of its member countries.
CPI,consumer price index,EXT,"CPI

        =


            market basket of desired year
            market basket of base year"
CPI,consumer price index,EXT,"{\text{CPI}}={\frac {\text{market basket of desired year}}{\text{market basket of base year}}}\times {\text{100}}}

or"
CPI,consumer price index,EXT,This is not necessarily the kind of classification that is most appropriate for a CPI.
CPI,consumer price index,EXT,"In particular:

Household-expenditure surveys do not cover the expenditures of foreign visitors, though these may be within the scope of a CPI."
CPI,consumer price index,EXT,National accounts include imputed rents for owner-occupied dwellings which may not be within the scope of a CPI.
CPI,consumer price index,EXT,"The way in which owner-occupied dwellings should be dealt with in a CPI has been, and remains, a subject of heated controversy in many countries."
CPI,consumer price index,EXT,"This cost, according to many economists, is what should form a component of a CPI."
CPI,consumer price index,EXT,"This means that if the movement of incomes is to be compared with the movement of the CPI, incomes must be expressed as money income plus this imaginary consumption value."
CPI,consumer price index,EXT,"Everyone agrees that repairs and maintenance expenditure of owner-occupied dwellings should be covered in a CPI, but the spending approach would include mortgage interest too."
CPI,consumer price index,EXT,"To explain what is involved, consider a CPI computed with reference to 2009 for just one sole consumer who bought her house in 2006, financing half of this sum by raising a mortgage."
CPI,consumer price index,EXT,A CPI compares how much it would cost now to do exactly what consumers did in the reference-period with what it cost then.
CPI,consumer price index,EXT,"The application of this principle in the owner-occupied dwellings component of a CPI is known as the ""debt profile"" method."
CPI,consumer price index,EXT,"Another is to correct nominal mortgage rates for changes in dwelling prices or for changes in the rest of the CPI to obtain a ""real"" rate of interest."
CPI,consumer price index,EXT,"For example, it may be thought to help understanding and facilitate economic analysis if what is included under the heading of 'consumption' is the same in the CPI and in the national income and expenditure accounts."
CPI,consumer price index,EXT,"Since these accounts include the equivalent rental value of owner-occupied dwellings, the equivalent rental approach would have to be applied in the CPI too."
CPI,consumer price index,EXT,"Dislike of the effect upon the behavior of the CPI arising from the adoption of some methods can be a powerful, if sometimes unprincipled, argument."
CPI,consumer price index,EXT,The BLS does track a CPI for the elderly .
RN,radical nephrectomy,EXT,"Renal masses larger than 7 centimeters are generally treated with RN unless the tumor occurs in a solitary kidney, there are tumors on both sides or kidney function is bad."
RN,radical nephrectomy,EXT,Partial nephrectomy offers the same chance of cure from the renal cell cancer as RN.
RN,radical nephrectomy,EXT,Partial nephrectomy has been associated with better quality of life compared to RN.
RN,relay nodes,EXT,"In September 2015, Luke Millanta created OnionView, a web service that plots the location of active Tor RN onto an interactive map of the world."
RV,right ventricle,EXT,"In a four-chambered heart, such as that in humans, there are two ventricles that operate in a double circulatory system: the RV pumps blood into the pulmonary circulation to the lungs, and the left ventricle pumps blood into the systemic circulation through the aorta."
RV,right ventricle,EXT,"Further, the left ventricle has thicker walls than the right because it needs to pump blood to most of the body while the RV fills only the lungs."
RV,right ventricle,EXT,"On the inner walls of the ventricles are irregular muscular columns called trabeculae carneae which cover all of the inner ventricular surfaces except that of the conus arteriosus, in the RV."
RV,right ventricle,EXT,The RV is equal in size to the left ventricle and contains roughly 85 millilitres  in the adult.
RV,right ventricle,EXT,"Its posterior wall is formed by the ventricular septum, which bulges into the RV, so that a transverse section of the cavity presents a semilunar outline."
RV,right ventricle,EXT,The left ventricle is thicker and more muscular than the RV because it pumps blood at a higher pressure.
RV,right ventricle,EXT,The RV is triangular in shape and extends from the tricuspid valve in the right atrium to near the apex of the heart.
RV,right ventricle,EXT,"By early maturity, the walls of the left ventricle have thickened from three to six times greater than that of the RV."
RV,right ventricle,EXT,"The RV receives deoxygenated blood from the right atrium via the tricuspid valve and pumps it into the pulmonary artery via the pulmonary valve, into the pulmonary circulation."
RV,random variable,EXT,"In probability and statistics, a RV, random quantity, aleatory variable, or stochastic variable is described informally as a variable whose values depend on outcomes of a random phenomenon."
RV,random variable,EXT,The formal mathematical treatment of RVs is a topic in probability theory.
RV,random variable,EXT,"In that context, a RV is understood as a measurable function defined on a probability space that maps from the sample space to the real numbers."
RV,random variable,EXT,"A RV's possible values might represent the possible outcomes of a yet-to-be-performed experiment, or the possible outcomes of a past experiment whose already-existing value is uncertain ."
RV,random variable,EXT,"The meaning of the probabilities assigned to the potential values of a RV is not part of probability theory itself, but is instead related to philosophical arguments over the interpretation of probability."
RV,random variable,EXT,"As a function, a RV is required to be measurable, which allows for probabilities to be assigned to sets of its potential values."
RV,random variable,EXT,The domain of a RV is called a sample space.
RV,random variable,EXT,"A RV has a probability distribution, which specifies the probability of Borel subsets of its range."
RV,random variable,EXT,"Random variables can be discrete, that is, taking any of a specified finite or countable list of values , endowed with a probability mass function that is characteristic of the RV's probability distribution; or continuous, taking any numerical value in an interval or collection of intervals , via a probability density function that is characteristic of the RV's probability distribution; or a mixture of both."
RV,random variable,EXT,"Two RVs with the same probability distribution can still differ in terms of their associations with, or independence from, other RVs."
RV,random variable,EXT,"The realizations of a RV, that is, the results of randomly choosing values according to the variable's probability distribution function, are called random variates."
RV,random variable,EXT,A RV is a measurable function
RV,random variable,EXT,"A RV is often denoted by capital roman letters such as



        X


    {\displaystyle"
RV,random variable,EXT,"In some contexts, the term random element  is used to denote a RV not of this form."
RV,random variable,EXT,"X}
   is countable, the RV is called a discrete RV and its distribution is a discrete probability distribution, i.e. can be described by a probability mass function that assigns a probability to each value in the image of



        X


    {\displaystyle X}
  ."
RV,random variable,EXT,"If the image is uncountably infinite  then



        X


    {\displaystyle X}
   is called a continuous RV."
RV,random variable,EXT,"In the special case that it is absolutely continuous, its distribution can be described by a probability density function, which assigns probabilities to intervals; in particular, each individual point must necessarily have probability zero for an absolutely continuous RV."
RV,random variable,EXT,"Not all continuous RVs are absolutely continuous, a mixture distribution is one such counterexample; such RVs cannot be described by a probability density or a probability mass function."
RV,random variable,EXT,"Any RV can be described by its cumulative distribution function, which describes the probability that the RV will be less than or equal to a certain value."
RV,random variable,EXT,"The term ""RV"" in statistics is traditionally limited to the real-valued case (



        E
        ="
RV,random variable,EXT,"In this case, the structure of the real numbers makes it possible to define quantities such as the expected value and variance of a RV, its cumulative distribution function, and the moments of its distribution."
RV,random variable,EXT,One may then specifically refer to a RV of type
RV,random variable,EXT,"\displaystyle E}
  -valued RV."
RV,random variable,EXT,"In this case, a random element may optionally be represented as a vector of real-valued RVs (all defined on the same underlying probability space"
RV,random variable,EXT,"Ω


    {\displaystyle \Omega }
  , which allows the different RVs to covary)."
RV,random variable,EXT,"N}
   given vertices may be represented as a



        N
        ×
        N


    {\displaystyle N\times N}
   matrix of RVs, whose values specify the adjacency matrix of the random graph."
RV,random variable,EXT,"F


    {\displaystyle F}
   may be represented as a collection of RVs"
RV,random variable,EXT,"}
   are ordinary real-valued RVs provided that the function is real-valued."
RV,random variable,EXT,"If a RV



        X
        :"
RV,random variable,EXT,"Recording all these probabilities of output ranges of a real-valued RV



        X


    {\displaystyle"
RV,random variable,EXT,"In measure-theoretic terms, we use the RV



        X


    {\displaystyle X}
   to ""push-forward"" the measure"
RV,random variable,EXT,"The underlying probability space



        Ω


    {\displaystyle \Omega }
   is a technical device used to guarantee the existence of RVs, sometimes to construct them, and to define notions such as correlation and dependence or independence based on a joint distribution of two or more RVs on the same probability space."
RV,random variable,EXT,"\mathbb {R} }
   that assigns measure 1 to the whole real line, i.e., one works with probability distributions instead of RVs."
RV,random variable,EXT,Discrete RV =
RV,random variable,EXT,"In an experiment a person may be chosen at random, and one RV may be the person's height."
RV,random variable,EXT,"Mathematically, the RV is interpreted as a function which maps the person to the person's height."
RV,random variable,EXT,"Associated with the RV is a probability distribution that allows the computation of the probability that the height is in any subset of possible values, such as the probability that the height is between 180 and 190 cm, or the probability that the height is either less than 150 or more than 200 cm."
RV,random variable,EXT,Another RV may be the person's number of children; this is a discrete RV with  non-negative integer values.
RV,random variable,EXT,"In examples such as these, the sample space is often suppressed, since it is mathematically hard to describe, and the possible values of the RVs are then treated as a sample space."
RV,random variable,EXT,"But when two RVs are measured on the same sample space of outcomes, such as the height and number of children being computed on the same random persons, it is easier to track their relationship if it is acknowledged that both height and number of children come from the same random person, for example so that questions of whether such RVs are correlated or not can be posed."
RV,random variable,EXT,We can introduce a real-valued RV
RV,random variable,EXT,A RV can also be used to describe the process of rolling dice and the possible outcomes.
RV,random variable,EXT,The total number rolled  is then a RV
RV,random variable,EXT,Continuous RV =
RV,random variable,EXT,"Formally, a continuous RV is a RV whose cumulative distribution function is continuous everywhere."
RV,random variable,EXT,"Instead, continuous RVs almost never take an exact prescribed value c (formally,



        ∀"
RV,random variable,EXT,"Continuous RVs usually admit probability density functions , which characterize their CDF and probability measures;
such distributions are also called absolutely continuous; but some continuous distributions are singular, or mixes of an absolutely continuous part and a singular part."
RV,random variable,EXT,An example of a continuous RV would be one based on a spinner that can choose a horizontal direction.
RV,random variable,EXT,Then the values taken by the RV are directions.
RV,random variable,EXT,"However, it is commonly more convenient to map the sample space to a RV which takes values which are real numbers."
RV,random variable,EXT,"The RV then takes values which are real numbers from the interval , with all parts of the range being ""equally likely""."
RV,random variable,EXT,"In general, the probability of a set for a given continuous RV can be calculated by integrating the density over the given set."
RV,random variable,EXT,"b\}}
  , a RV"
RV,random variable,EXT,"[
        a
        ,
        b
        ]


    {\displaystyle X_{I}\sim \operatorname {U} =\operatorname {U} }
   is called a ""continuous uniform RV""  if the probability that it takes a value in a subinterval depends only on the length of the subinterval."
RV,random variable,EXT,"This exploits properties of cumulative distribution functions, which are a unifying framework for all RVs."
RV,random variable,EXT,A mixed RV is a RV whose cumulative distribution function is neither piecewise-constant  nor everywhere-continuous.
RV,random variable,EXT,It can be realized as the sum of a discrete RV and a continuous RV; in which case the CDF will be the weighted average of the CDFs of the component variables.
RV,random variable,EXT,An example of a RV of mixed type would be based on an experiment where a coin is flipped and the spinner is spun only if the result of the coin toss is heads.
RV,random variable,EXT,There is a probability of ​1⁄2 that this RV will have the value −1.
RV,random variable,EXT,"The most formal, axiomatic definition of a RV involves measure theory."
RV,random variable,EXT,"Continuous RVs are defined in terms of sets of numbers, along with functions that map such sets to probabilities."
RV,random variable,EXT,-valued RV is a measurable function
RV,random variable,EXT,"P


    {\displaystyle P}
   gives the probability of each such measurable subset,



        E


    {\displaystyle E}
   represents the set of values that the RV can take , and a member of"
RV,random variable,EXT,"The RV is then a function from any outcome to a quantity, such that the outcomes leading to any useful subset of quantities for the RV have a well-defined probability."
RV,random variable,EXT,"-valued RV is called an



        E


    {\displaystyle E}
  -valued RV."
RV,random variable,EXT,"R



    {\displaystyle \mathbb {R} }
  , then such a real-valued RV is called simply a RV."
RV,random variable,EXT,Real-valued RVs =
RV,random variable,EXT,"\mathbb {R} }
   is a real-valued RV if




        {
        ω
        :"
RV,random variable,EXT,"The probability distribution of a RV is often characterised by a small number of parameters, which also have a practical interpretation."
RV,random variable,EXT,"This is captured by the mathematical concept of expected value of a RV, denoted



        E
        ⁡"
RV,random variable,EXT,"Once the ""average value"" is known, one could then ask how far from this average value the values of



        X


    {\displaystyle X}
   typically are, a question that is answered by the variance and standard deviation of a RV."
RV,random variable,EXT,"Mathematically, this is known as the  problem of moments: for a given class of RVs



        X


    {\displaystyle X}
  , find a collection



        {

          f

            i"
RV,random variable,EXT,"(
        X
        )
        ]


    {\displaystyle \operatorname {E} ]}
   fully characterise the distribution of the RV"
RV,random variable,EXT,Moments can only be defined for real-valued functions of RVs .
RV,random variable,EXT,"If the RV is itself real-valued, then moments of the variable itself can be taken, which are equivalent to moments of the identity function"
RV,random variable,EXT,"}
   of the RV."
RV,random variable,EXT,"However, even for non-real-valued RVs, moments can be taken of real-valued functions of those variables."
RV,random variable,EXT,"For example, for a categorical RV X that can take on the nominal values ""red"", ""blue"" or ""green"", the real-valued function"
RV,random variable,EXT,Functions of RVs =
RV,random variable,EXT,A new RV
RV,random variable,EXT,"\mathbb {R} \rightarrow \mathbb {R} }
   to the outcomes of a real-valued RV



        X


    {\displaystyle"
RV,random variable,EXT,"In the measure-theoretic, axiomatic approach to probability, if a RV



        X


    {\displaystyle X}
   on



        Ω


    {\displaystyle \Omega }
   and a Borel measurable function



        g
        :

          R

        →"
RV,random variable,EXT,"}
   is also a RV on



        Ω


    {\displaystyle \Omega }
  , since the composition of measurable functions is also measurable."
RV,random variable,EXT,"X}
   be a real-valued, continuous RV and let



        Y
        ="
RV,random variable,EXT,"X}
   is a RV with a cumulative distribution"
RV,random variable,EXT,Consider the RV
RV,random variable,EXT,"X}
   is a RV with a standard normal distribution, whose density is





          f"
RV,random variable,EXT,Consider the RV
RV,random variable,EXT,"X}
   is a RV with a normal distribution, whose density is





          f"
RV,random variable,EXT,Consider the RV
RV,random variable,EXT,The probability distribution of the sum of two independent RVs is the convolution of each of their distributions.
RV,random variable,EXT,Equivalence of RVs =
RV,random variable,EXT,There are several different senses in which RVs can be considered to be equivalent.
RV,random variable,EXT,"Two RVs can be equal, equal almost surely, or equal in distribution."
RV,random variable,EXT,"If the sample space is a subset of the real line, RVs X and Y are equal in distribution (denoted



        X




                ="
RV,random variable,EXT,"\quad {\text{for all }}x.}
  To be equal in distribution, RVs need not be defined on the same probability space."
RV,random variable,EXT,Two RVs having equal moment generating functions have the same distribution.
RV,random variable,EXT,"This provides, for example, a useful method of checking equality of certain functions of independent, identically distributed  RVs."
RV,random variable,EXT,Two RVs X and Y are equal
RV,random variable,EXT,"Finally, the two RVs X and Y are equal if they are equal as functions on their measurable space:"
RV,random variable,EXT,A significant theme in mathematical statistics consists of obtaining convergence results for certain sequences of RVs; for instance the law of large numbers and the central limit theorem.
RV,random variable,EXT,"\displaystyle X_{n}}
   of RVs can converge to a RV



        X


    {\displaystyle"
RV,random variable,EXT,These are explained in the article on convergence of RVs.
AV,antivirus,EXT,"However, with the proliferation of other kinds of malware, AV software started to provide protection from other computer threats."
AV,antivirus,EXT,"In particular, modern AV software can protect users from: malicious browser helper objects , browser hijackers, ransomware, keyloggers, backdoors, rootkits, trojan horses, worms, malicious LSPs, dialers, fraudtools, adware and spyware."
AV,antivirus,EXT,"Some people consider ""The Reaper"" the first AV software ever written – it may be the case, but it is important to note that the Reaper was actually a virus itself specifically designed to remove the Creeper virus."
AV,antivirus,EXT,There are competing claims for the innovator of the first AV product.
AV,antivirus,EXT,"Possibly, the first publicly documented removal of an ""in the wild"" computer virus  was performed by Bernd Fix in 1987.In 1987, Andreas Lüning and Kai Figge, who founded G Data Software in 1985, released their first AV product for the Atari ST platform."
AV,antivirus,EXT,"Also in 1987 , Peter Paško, Rudolf Hrubý, and Miroslav Trnka created the first version of NOD AV."
AV,antivirus,EXT,"Finally, at the end of 1987, the first two heuristic AV utilities were released:"
AV,antivirus,EXT,"In 1988, the growth of AV companies continued."
AV,antivirus,EXT,"In Bulgaria, Vesselin Bontchev released his first freeware AV program ."
AV,antivirus,EXT,AV.
AV,antivirus,EXT,"In June 1988, in South Korea, Ahn Cheol-Soo released its first AV software, called V1 ."
AV,antivirus,EXT,"In November 1988 a professor at the Panamerican University in Mexico City named Alejandro E. Carriles copyrighted the first AV software in Mexico under the name ""Byte Matabichos""  to help solve the rampant virus infestation among students."
AV,antivirus,EXT,"In the meanwhile, in United States, Symantec  launched its first Symantec AV for Macintosh ."
AV,antivirus,EXT,"In the end of the 1980s, in United Kingdom, Jan Hruska and Peter Lammer founded the security firm Sophos and began producing their first AV and encryption products."
AV,antivirus,EXT,"In Hungary, the security researcher Péter Szőr released the first version of Pasteur AV."
AV,antivirus,EXT,"In Italy, Gianfranco Tonello created the first version of VirIT eXplorer AV, then founded TG Soft one year later."
AV,antivirus,EXT,"On the other hand, in Finland, F-Secure  released the first version of their AV product."
AV,antivirus,EXT,F-Secure claims to be the first AV firm to establish a presence on the World Wide Web.
AV,antivirus,EXT,"In 1991, the European Institute for Computer Antivirus Research  was founded to further AV research and improve development of AV software."
AV,antivirus,EXT,"In 2000, Rainer Link and Howard Fuhs started the first open source AV engine, called OpenAntivirus Project."
AV,antivirus,EXT,"In 2001, Tomasz Kojm released the first version of ClamAV, the first ever open source AV engine to be commercialised."
AV,antivirus,EXT,"In 2007, ClamAV was bought by Sourcefire, which in turn was acquired by Cisco Systems in 2013.In 2002, in United Kingdom, Morten Lund and Theis Søndergaard co-founded the AV firm BullGuard."
AV,antivirus,EXT,"In 2012 and 2013, AV firms reported a new malware samples range from 300,000 to over 500,000 per day."
AV,antivirus,EXT,"Over the years it has become necessary for AV software to use several different strategies  and detection algorithms, as well as to check an increasing variety of files, rather than just executables, for several reasons:"
AV,antivirus,EXT,"Because most users are usually connected to the Internet on a continual basis, Jon Oberheide first proposed a Cloud-based AV design in 2008.In February 2008"
AV,antivirus,EXT,"Increasingly, these signature-less approaches have been defined by the media and analyst firms as ""next-generation"" AV and are seeing rapid market adoption as certified AV replacement technologies by firms such as Coalfire and DirectDefense."
AV,antivirus,EXT,"In response, traditional AV vendors such as Trend Micro, Symantec and Sophos have responded by incorporating ""next-gen"" offerings into their portfolios as analyst firms such as Forrester and Gartner have called traditional signature-based AV ""ineffective"" and ""outdated""."
