acronym,expansion,anchor_sentence
AS,ancillary service,"Apart from providing a significant AS to the power grid , the proposed idea also helps reduce the amplitude of power system oscillations imparted by the TCLs ."
AS,azimuth angle spread,"In common case , increases as the antenna spacing , the AS and the ES decrease ."
AS,attention sum,"AS Reader : We implemented Attention Sum Reader ( AS Reader ) for modeling document and query and predicting the answer with the Pointer Network , which is a popular framework for cloze - style reading comprehension ."
AS,antenna spacing,"It is worth noting that since the BSs in FD - MIMO systems deploys a large scale antenna array within a limited space , the distance between antennas may be smaller than , and the AS and the ES will also accordingly decrease ."
TD,total difficulty,The receiver does not know if the included TD is truthful since calculating the true TD requires validating the entire chain up to this point and not every block in the chain might be present yet .
TD,time - discrete,Note : TC : time - continuous waveforms for three dimensions ( 3 ) and two steps ( 2 ) ; TD : time - discrete gait variables of minima and maxima of the three dimensions ( GRF : 7 ; Jerk : 6 ) for two steps ( 2 ) and their relative occurrences ( 2 ) ; PCA : Median and interquartile distance of the number of principle components .
TD,technical debt,"Will it lead to a lot of code TD repayment , but ignore architectural TD ?"
TD,temporal difference,We used the rewards in Bellman equation to compute a TD error for every iteration .
TD,temporal dimension,"In this framing , TD always includes an explicitly temporal dimension , built into the concept of debt ."
TD,training data,PM is initialized by TD .
TD,target dependent,We use the target dependent LSTM approach ( TD - LSTM ) to find the sentiment polarity of the tweets toward a target .
TD,top - down,"BU , LAT , TD denote respectively bottom - up , lateral and top - down signals ."
TD,time - domain,displays the numerical results of the periodic DG - TD method compared against the numerical results of the periodic FEM - TD method .
CPI,consumer price index,"Sources : BOE ( ID : IUQLBEDR , XUQLBK82 , IUQLBEDR , LPQAUYN ) , ONS ( ID : D7BT , UKEA , PGDP , PRDY , MGSX ) , BIS ( US private sector debt : Q : US : P : A : M : XDC : A , UK : ERI , GBP / USD ( 1955 only ) ) , OECD ( US CPI , US M3 , US GDP , US Unemployment , US CA ) , FRED ( ID : RNUSBIS , FEDFUNDS , PRS85006163 , A229RX0 ) , ( UK private sector debt , M4 , labour productivity)[h ! ]"
CPI,conditional predictive impact,"The red line indicates a CPI value of 0 , corresponding to no estimated association between the variable and the outcome ."
RN,relational neighbors,RN can be easily adapted to be multi - agent : Each node is maintained by an agent .
RN,radical nephrectomy,"In RN , both the tumor and the affected kidney are removed whereas in PN the tumor is removed but kidneys are savedsun2012treatment ."
RN,relay nodes,"Before delving into the UFs , let us define a legitimate route of our WMHN consisting of nodes , as , which contains each RN only once for the sake of limiting the total number of legitimate routes , while at the same time avoiding routes associated with excessive power consumption and delay ."
RN,random noise,"Similarly , in the work in , RN and MB are added to the synthetic data ."
RN,radial normalization,"However , the result led us to recognize that one potential drawback of RN is in assuming the cloud of points is spherical ."
SN,secondary node,"Also , the SN has to get the data bearer related control information from the MN through the X2 interface ."
SN,source node,"Note that we have associated the SN and the DN with the node indices 1 and , respectively , in the context of this treatise ."
SN,spectral normalization,"Visually , and quantitatively according to the Sliced Wasserstein Distance metric , we determined that the SN - GAN produced paintings that were most comparable to our training dataset ."
RV,random vaccination,The AV and RV strategy requires information of at least 75 of nodes .
RV,right ventricle,Right ventricle ( RV ) imaging is particularly difficult because of its anatomy and the motion of the heart .
RV,random voting,RV also requires prior knowledge of the motion models .
RV,random variable,"Using instantaneous CSI and Eq : g_end_PureRS , rate - selective RS chooses between direct ( non - relay assisted ) and relay - assisted transmission based on the following criterionAs shown in , the MGF of can be obtained using the of pure RS aswhere is a RV with CDF given by which can be obtained using inverse sampling ."
RV,resilience vector,"such minimum information leakage can be used to express the conditioned min - entropy of RV ( for ) : * Noting that the result in Proposition would give tighter result , leads toHowever , merely consider the minimum information leakage is not sufficient to attain strong security claim ."
RV,range view,"On the other hand , RV methods are usually more computationally efficient because the RV is a compact representation of the LiDAR data where the BEV is sparse ."
AV,acquaintance vaccination,vmp_1a.pdfvmp_1b.pdfAverage outbreak sizes for different vaccination strategies at various vaccination rates in post - outbreak vaccinationfig : vmpffigure The proposed vaccination strategy ( IMV ) shows the significant improvements in reducing the final average outbreak sizes compared to the AV and RV strategies ( Fig .
AV,antivirus,Potentially Unwanted Programs ( PUP ) PUP includes domains or IP addresses involved in distributing bogus software such as free screen - savers or fake AV scanners that surreptitiously generate advertisements or perform redirection to collect user credentials or personal identifiable information .
AV,autonomous vehicle,"We especially evaluate the models 1 ) for their capabilities to disambiguate objects based on modifying and spatial relationships expressed in language ; 2 ) for their capabilities to cope with difficult language and visual context ; and 3 ) with respect to prediction speed , which is important in real - life AV settings ."
ACR,air change rates,"In the open public places , ACR is varied for a wide range of 0.5 to 6h ."
ACR,absolute category rating,In Table an example of ACR is shown .
CN,common neighbours,"List of SymbolsList of abbreviationslongtablecc Acronym & Descriptions ADN & Activity driven network modelling AV & Acquaintance vaccination APV & Absolute percentage variation CIP & co - location interaction parameters CN & Common neighbours DST network & Dense SPST network DDT network & Dense SPDT network DDT1 & Vaccinating neighbours in DDT network with direct linksDDT2 & Vaccinating neighbours in DDT network with any linksGDT & Generated SPDT network with 364 K nodes GST & Generated SPST network with 364 K nodes IMV & Individual movement based vaccination strategy IMVE & Individual movement based vaccination strategy with exact information IMVT & Individual movement based vaccination strategy with temporal information LST & SPDT network with the same number of links that of DDT network LST & SPST network with the same number of links that of DST network MLE & Maximum likelihood estimator OSN & Online social network PFU & Plaque - forming unit RV & Random vaccination DV & Degree vaccination RSE & Root squared error SPST & Same place same time transmission SPDT & Same place different time transmission SIR & Susceptible - infected - recovered SDT network & Sparse SPDT network of links having direct and indirect components SST network & Sparse SPST network of links having indirect component onlySPDT graph & graph based on SPDT diffusion longtableList of symbolslongtablecc Symbol & Descriptions A & Set of active copies of nodes in SPDT graph b & active particle decay rates from an area of interaction & activity potential of node & active periods of a node C & Particle concentration in interaction area C , C , C & scenario 1 , 2 and 3 d & Activation degree - number of SPDT links created during an activation E & Intake dose or exposure of infectious particles & Average volume fraction of room air introduced by exhaled breath f & distribution function F & Disease spreading force in the network at the current day of simulation & Average disease spreading force in the network & Graph & Dynamic graph g & Particle generation rate by an infected individual h & Activation frequency I & Number of infected individuals in the system & Number of infected individuals at a simulation day & Number of infected individuals in the system at the current time that disease prevalence & Number of infected individuals up to a simulation day L & links set N & Total number of individuals , nodes , users p & Pulmonary rate of susceptible individual & Infection probability for an intake dose & Probability of creating a link during an activation & Probability of breaking a created link Q & air exchange rate from an area q & Transition probability for changing inactive to active state R & disease reproduction ability of an infected individual r & Particle removal rate from interaction area r & Median of particles removal rates S & Number of susceptible individual T & Simulation period or disease observation period & Activation period or period host user or node stays at the interacted location & Link creation delay or delay neighbour user or node arrives at the interacted location & Stay duration of user or node stays at the interacted location V & Air volume of interaction area , , & waiting periods of a node Y & Labelling sets in graph X & updates z & Number of time step Z & set of nodes in the SPDT graph & power law exponent & Infection rate at the current day of simulation in the network for an infected individual & Indirect transmission period & central tendency & Scaling parameter of activation degree distribution & neighbour proportion & average volume fraction of room air that is exhaled by an susceptible individual & links presence function & state probability & nodes presence function & switching probability form active to inactive states & Infectiousness of infection particles & Fraction of dose or exposure reaches to the target infection site & Duration that virus is generated or infectious period of infected individual & inter - event time for node in activity driven networks & lower limit of active degree distribution & activation potential in ADN networks & particle accumulation rate & Transition probability for changing active to inactive state longtable"
CN,clustered networks,"For the CN , four RN of are created with equal statistics ( probability ) , then approximately links are added between them randomly ."
CN,core network,"Data is exchanged between the CN and data plane entities through the NG - U / S1-U user plane interface using the GTP - U , UDP / IP , L2 , L1 protocol stack ."
CN,cognitively normal,The default value for was taken to be as this corresponds to the observed variation among CN subjects in ADNI .
CN,common noun,"As the verbs and prepositions are less dependent with the document , most of the studies are focusing on the NE and CN datasets ."
CFA,color filter arrays,"Fig.fig : Bayer shows an example of the Bayer pattern CFA , adopted for most digital cameras ."
CFA,counterfactual future advantage,"We useAn illustration of the model architecture , as well as an explanation to CFA and CFA2 , can be found in Fig ."
DAS,data availability statement,Their work also showed that such DAS statements can very quickly be made commonplace by a change in journal policy .
DAS,disclosure avoidance system,"Beyond those issues arising from the application of differential privacy , the team building the DAS has also faced by the fluid nature of the decennial census ."
HF,hybrid fusion,"We find that EFHFTFNLF.(Performance of multimodal models are significantly different , except that the HF S and the TFN S+P model have ."
HF,high frequency,An LC resonant tank is connected across the output of the MC in series with the HF transformer primary .
MC,mean - centering,We call this model MC Baseline .
MC,myocardium,"U - Net is trained on the FS images to produce multi - class ( LV , RV and MC ) segmentation outputs ."
MC,monte carlo,"In such cases , the effective sample size ( ) of the MC estimate eq : keepmc may not be much more than that from an iteration that does not use older samples , ."
MC,multi connectivity,"Latency CCDF of the entire cell area with SC , legacy MC and the proposed MC activation algorithm ."
MC,marginal contribution,"In addition , we observe that , in general , when the circuitry power increases , the average number of PNs per CN reduces for both the MC - based and the SV - based games ."
MC,markov chain,"In this case there is no path having positive accumulated reward in the induced MC , yielding an expected reward of ."
MC,mutual cover,"The cover complexity ( CC ) is The CD is defined as the difference between the mean of SC and the mean of MC , since each category occurs with the same probability ( ) in the data sets mostly used in practice ."
MC,matrix converter,The three phase utility grid is interfaced to the MC via an Lf - Cf filter .
ATE,absolute trajectory error,"It can be observed that even with the massive reduction in accumulation error over our frame - to - frame approach , we still manage to significantly out - perform their approach in ATE , even surpassing LSD - SLAM on the sequence fr1-xyz ."
RPE,relative pose error,"The detailed description and download link of the dataset are available online at : http://sangillee.com/pages/icsl-de-dataset*[t]Evaluation of visual odometry algorithms on our dataset.width=.95*[t]Evaluation of visual odometry algorithms on TUM dataset.width=.95Visual OdometryFor the quantitative comparison between the proposed algorithm and the current state - of - the - art visual odometry algorithms , we use RPE with a one second drift as proposed in since RPE is well - suited for evaluating the drift of visual odometry ."
RPE,retinal pigment epithelium,"Methods like pixel intensity variation based ILM and RPE segmentation , active contour with a two - step kernel - based optimization scheme , complex diffusion filtering with combined structure tensor replacing thresholding ."
CMS,codeword mixture sampling,"Latent Soft - Mixture SamplingIn standard CMS , we pass token index which is converted to an input embedding based on the most probable bits predictions at the last time step ."
CMS,counting monadic second,An evaluation is an MS - evaluation if there exists a semi - homomorphism and a CMS formula such that for every hypergraph .
DVS,dynamic vision sensor,"In the next section , we evaluate these descriptors and the loss in performance of HAR on using DVS data compared to conventional videos on a benchmark dataset ."
DVS,dynamic voltage scaling,"The lower part shows the uP that runs the code for implementing the ELM - B based OCC and ADEPOS controller for DNS , while the upper part depicts the DC - DC converter for DVS ."
ED,economic dispatch,"Key Treatments to UC solution Briefly , the aforementioned BGWO algorithm is applied for the unit commitment schedule in UC problem , and the enhanced GWO algorithm is used for ED problem ."
ED,emergency department,The developed model might exhibit strong discrimination ability and rightfully recommend transfer of a sicker patient from ED to the hospital .
ED,embedded deformation,Deformation of each point in the space is limited locally by setting the weight as : where is the maximum distance of the vertex to nearest ED node .
ED,euclidean distance,Deformation of each point in the space is limited locally by setting the weight as : where is the maximum distance of the vertex to nearest ED node .
ED,energy detection,"Performance of detection for different configuration setupAdditional Delay to Detect the Wi - Fi APIn ED , the total time for the energy based CSAT algorithm to adopt or change the duty cycle from 50 to 33 is 5.2 seconds ( i.e. , Wi - Fi 1st beacon transmission time + LTE - U detects beacon ( or ) data packets time + NI USRP RIO hardware processing time ) as shown in Table ."
APP,australian privacy principles,"Therefore , APP entities should regularly assess their approaches in regards to the security of personal information ."
APP,a posteriori probability,"The log - likelihood - ratio for each bit of each user , , is used to express the APP ratio asIEEEeqnarrayrclllrapprox1opt _ k , m & & _ cA_0^*-12 ^ 2(y- Gx^2-x ^(2)^2)+Prx & & -_cA_1^*-12 ^ 2(y- Gx^2-x ^(2)^2)+Prx , IEEEeqnarraywhere , , ."
CM,canalizing map,Figure E depicts the CM for the TFL1 gene .
CM,centroid methods,"From amongst these CM , the polyhedral CMuRN scored the highest in terms of average , and although this method did not outperform the more intricate supervised machine learning methods , the performance is nevertheless exceptional for its interpretability ."
CM,confusion matrix,CM is a diagonal matrix in ideal case .
CM,continental margin,Continental Margin ( CM ) : Initial and eroded ground - truth topography and sediment after one million years .
CM,corporate messaging,The combined datasets were : AT and ATIS IntAT and ClassicLitAT and CM and DFG and DT and NYR 10 and SDC and TEATIS Int and ClassicLitATIS Int and CMClassicLit and CMClassicLit and DFGClassicLit and LMRCClassicLit and RSClassicLit and SSTClassicLit and TECM and ATCM and DFGDFG and ATDFG and ATIS IntDT and ATDT and ATIS IntLMRC and ATLMRC and ATIS IntLMRC and RS and SSTLMRC and RS and YTSNYR 10 and ATNYR 10 and ATIS IntNYR 115 and ATNYR 115 and ATIS IntPSC and ATPSC and ATIS IntRS and ATRS and ATIS IntRS and LMRCRS and SSTSDC and ATSDC and ATIS IntSNIPS and ATSNIPS and ATIS IntSNIPS and ATIS Int and ClassicLitSNIPS and ATIS Int and PSCSNIPS and ATIS Int and SSTSST 2 and ATSST 2 and ATIS IntSST and ATSST and ATIS IntSST and ClassicLit and LMRCSST and LMRCSST and SST 2TE and ATTE and ATIS IntTE and NYR 10YTS and ATYTS and ATIS IntYTS and TE and PSC and RS * [ !
CM,choir mix,Q refers to a SATB quartet with one singer per section and CM refers to a SATB choir mix with 4 singers per section .
CM,coded modulation,"In particular , the authors analyzed AIRs for CM schemes with bit - wise and symbol - wise decoding ( suitable for binary and nonbinary codes , respectively ) considering both SDD and what the authors referred to as HDD ."
SC,sleep cassette,"We can see a reduction in the accuracy of in the -stage SC - task compared to the paper reported metric , which can be due to an increased number of data epochs and patient independent splitting during evaluation ."
SC,sum capacity,"Numerical ResultsIn this section , results for the user capacities , SC and EE of the proposed protocol and techniques are examined and explained ."
SC,steering control,"Box plot summarizing mean predicted difficulty values of control algorithms ( JC , SC , CC and CFB ) in needle steering using physiological response ( left ) and kinematic features ( right ) ."
SC,smallest class,It is traditionally the SC of vessel considered to be a proper  warship.
SC,successive cancellation,"figure[!t ] FER_FF_ratethird.eps The comparison among an SC - decoded MLPC system , an SC - decoded BIPCM system , both with , LTE turbo coded system with , an SCL - decoded MLPC system , and an SCL - decoded BIPCM system , both with ."
SC,score contextualisation,"With difficult level 3 , only SC + Masking solves the game ."
SC,self cover,"The cover complexity ( CC ) is The CD is defined as the difference between the mean of SC and the mean of MC , since each category occurs with the same probability ( ) in the data sets mostly used in practice ."
SC,subset compared,There are recordings ( from SC subjects from ST subjects ) in the training set and recordings ( from SC subjects from ST subjects ) in the test set of the RS - task .
SC,spectral clustering,"Spectral clustering ( SC ) , and SN that is also based on a spectral - clustering motivated objective , perform equally well as KNet on discovering non - convex clusters ."
SC,smart contract,A SC could be layered over a DL and conducts activity when certain conditions are met .
SC,self consistency,"Say for voxel the label ( of the th expert ) is , and the corresponding SC score is ( Eqn.eqn : SC ) ."
SC,selection combining,"By using simulation and analysis , the performance improvement of the proposed EHS protocol with considered SISO based CNOMA DL transmission ( EHS - CNOMA ) over existing HS protocol with SISO based CNOMA DL transmission with SC ( HS - CNOMA ) are analyzed explicitly ."
SC,sum capacities,"So , the total channel capacity at for all the OAM wave from BS to is as below , Sum CapacitySo , the SC can be achieved by adding Eq ."
SC,symmetry condition,"This is independent of the extended sufficient condition ( E - SC ) that we now introduce ; as we will see , this condition does n't help us for joint uniform noise robustness and cost sensitivity ."
SC,single connectivity,"Notice that the proposed solution attains similar outage performance as MC , while maintaining similar average latency as the SC case ."
SC,special case,"However , it must be noted that our approach can only be applied to a subset of SC tasks : those that can be done on a street - view image of the space , and is limited by how up - to - date images are ."
SC,spatial crowdsourcing,"However , it must be noted that our approach can only be applied to a subset of SC tasks : those that can be done on a street - view image of the space , and is limited by how up - to - date images are ."
SC,strongly connected,"means connectivity , SC means strongly connected components , SC2 means whether the number of strongly connected components is more than 2 , Reach ."
SW,similarity weight,The ensemble SW steganalysis comprises three main steps .
SW,sliding window,"Unsupervised parameter estimationFollowing a procedure similar to that for the SW tagger , we can derive an iterative process to train the LSW tagger ."
SW,small - world,"However , SW and SF networks produce more high flow magnitudes ( ) than RN for a broad range of parameters , hence , RNs distribute flows in a more uniform way than SF or SW networks ."
RCNN,recurrent convolutional neural network,We have used the same preprocessing steps applied in the experiments of RCNN .
RCNN,region based convolutional neural network,"Hence , we have selected a faster version of which gives much better accuracy as well as transferable features as compared with YOLO , named as Faster RCNN ."
ESE,entity set expansion,Our ESE method is similar to where the system starts with a few positive examples of an entity class and tries to extract similar entities .
ESE,extract similar entities,Our ESE method is similar to where the system starts with a few positive examples of an entity class and tries to extract similar entities .
GEM,gradient episodic memory,"Therefore , the question remains whether GEM scales up to more realistic scenarios ."
GEM,grid entropy measurement,GEM detects number of fluctuations in ECG peaks according to axis distance information .
OLS,orthogonal least square,"OLS has been widely used in many applications , but it has not gained much attention for classification problems ."
OLS,ordinary least square,"However , the use of combined metrics could be interesting for future work , as such metrics still show best performance in the OLS analysis ."
OSA,opportunistic spectrum access,The problem of distributed channel allocation in OSA networks with POCs using a game theoretic learning algorithm is investigated in .
OSA,obstructive sleep apnoea,"PAP therapy is applied through the use of a specialised medical device which delivers a highly controlled wave of pressurised air to the upper airway , acting as a pneumatic splint and preventing the blockage of the pharynx that characterises OSA ."
SF,satisfaction function,"[ Evaluation Value]On the basis of the interpretation of the SF , the evaluation value of fuzzy number in a viewpoint , is given by:[Relative Index]The relative index of the fuzzy number in the viewpoint , , which shows how close is to the one having the best evaluation in viewpoint , is defined as : where is the set of fuzzy numbers ."
SF,sequential fixing,The first three steps in the IO protocol are the same as in the SF protocol and the next two steps try to improve the coherent communication gain .
SF,scale free,"SF model implies that the degree distribution follows the power law with exponent , but in many real world networks the exponent , has values between and ."
SF,structure fusion,"In this situation , the performance of SPF - GACN is better than that of SF - GACN , while the performance of GCN outperforms that of DGCN in Cora datasets , and the performance of DGCN is superior to that of GCN in Citeseer and PubMed datasets ."
SF,small faces,minipage tabularcccccc 2 - 6 & tabular[c]@c@Cross - FaceResolutionProtocoltabular & HTER ( ) & ACER ( ) & APCER ( ) & BPCER ( ) 1c2*Quality - Based & LF - Test & 24.48 & 51.86 & 86.21 & 17.52 2 - 6 1c & SF - Test & 29.98 & 48.79 & 50.00 & 47.58 1c2*Color - Based & LF - Test & 8.33 & 15.81 & 27.50 & 4.12 2 - 6 1c & SF - Test & 25.47 & 29.62 & 12.20 & 47.04 tabular minipageResults for Cross - FaceResolution protocolresults : crossfaceresolutiontable
SF,separable footprints,".37 Ref , SNR = 26.39dB .4 LTRI , SNR = 25.63dB 2em.37 SF , SNR = 25.80dB .4 CNSF , SNR = 26.39dB Reconstruction of Shepp - Logan phantom from uniformly spaced projections using ASD - POCS ."
SF,state - feedback,"Clearly , when a particular does not depend on ( such as the OL IS ) , then it would be captured as a special case , and hence to capture this also notationally , we will write as , where stands for the underlying IS ( which for the discussion in this paper is either OL or CL SF).(Even though in general different players can have different ISs , we will consider here only the case when the IS in the entire DG is either OL or CL SF ."
CH,cluster head,"Specifically , if node acts as a CH , , otherwise , ."
CH,constraint handling,The suggested CH approach can satisfy the constraints within a reasonable computation time to provide faster convergence .
BP,belief propagation,Frontier - Based Belief Propagation on the GPU We present all algorithms examined as realizations of a frontier - based BP framework .
BP,bin packing,"VSBP aims at minimizing the total size of the bins used , which is slightly different compared to the objective of the classical BP problem as discussed above ."
BP,basis pursuit,"When it is desirable to trade off exact equality of Ax and y in exchange for a sparser x, BP denoising is preferred."
BP,backprop,"To dig deeper into the discriminative ability of each layer of a network learned with LRA - fdbk versus other algorithms such as BP and DFA , we extracted the hidden representations of the model learned under each when applied to the test - set of Fashion MNIST ."
BP,back propagation,"Update , with , and fixed : Similarly , we learn parameter through the mini - batch SGD with BP algorithm ."
BP,backdoor poisoning,Backdoor poisoning ( BP ) attack is a sophisticated data poisoning attack which allows an adversary to control a victim model 's prediction by adding a poison pattern to the input image .
BP,bundle protocol,[ BP ] Bundle Protocol .
BP,best performing,"Compared to this work that treats the simplest DC model ( thus ignoring reactive power flows and currents ) , we set our work on more involved extended DC model as an intermediate but insightful step towards deriving BP solution for the AC SE model ."
LC,latent class,"These LC models distinguishbetween conventional random utility and the lexicographic choice criterion ( dataset 1),among choice criteria with different reference points ( dataset 2),(note that standard random utility has no reference point)between standard random utility and the elimination - by - aspects choice criterion ( dataset 3),and between standard random utility and the random - regret choice criterion ( dataset 4).hess / etal:12-tFinally , Swait and Adamowicz show that consumers also fall into different ' decision strategy ' LCs , and that increasing either the complexity of the choice task or the cumulative task burden induces switching toward simpler decision strategies.swait/adamowicz:01-jcrThese results underscore an interpretation of the choice - criterion probabilities that is only implicit in the above - mentioned studies : that(a ) decision makers should not be characterized solely in terms of their modal choice criterion , but in terms of their choice - criterion mixtures , and that(b ) the criterion that is operative for a particular choice task is obtained as a draw from the probability distribution over choice criteria , which in turn is conditional upon features of the context , the framing and presentation of the choice options , and the current psychological characteristics of the decision maker ."
LC,local conditioning,"As with the audio time series , the LC embeddings first go through a layer of causal convolutions to reduce the number of dimensions from 128 to 16 , which are then used in the dilation layers as the conditioning samples ."
LC,line card,Delay induced due to ONU and LC .
LC,least confidence,table*[t ] tabularlrrrrr Dsets & Chance & FTZ - Ent - Ent & FTZ Ent - LC & SV Chce & SV Com TQA & & & & & tabular Results of sample selection from previous investigations on small datasets ( Trec - QA ) .
LC,largest class,table : statstabularlcccc & & This work & & Previous work Datasets & Cast & TR ( FR ) & LC / SC ( ) & TR ( FR ) BBT0101 & 5 & 644 ( 41220 ) & 37.2 / 4.1 & 182 ( 11525)BF0502 & 6 & 568 ( 39263 ) & 36.2 / 5.0 & 229 ( 17337)ACCIO & 36 & 3243 ( 166885 ) & 30.93/0.05 & 3243 ( 166885 ) tabularcentertablefigure*[t]dataset.jpgExample images for a few characters from our dataset .
LC,land cover,"GlobeLand30 is the first 30 m resolution global LC dataset , with 10 classes and over 80 accuracy for the year 2010 Chen2015 ."
LC,latent clustering,Here Comp - Agg + LM + LC refers to a Compare - Aggregate model with Language Modeling and Latent Clustering as proposed in .
LC,lyrics comprehension,"This has given us new understanding of the effect of LC and its impact on different emotions : 1 ) in the case of Q1-Q3 , better understanding could lead to similar emotions being recognized and result in a higher agreement in the intra - linguistic setting , 2 ) in the case of Q2-Q4 , better understanding could lead to a finer criteria when judging and result in a lower agreement in the intra - linguistic setting ."
FTE,foveal tilt effects,"As given in [ appendix : AppxC]Appendix C , we use the predicted mean tilts in the edge maps to extract the foveal tilt effects ( we called FTE ) which is the detected tilt angles at scale 4 ( , highlighted in red in [ fig : C1]Figs , [ fig : C2 ] ) , and also the range of detected tilt angles at fine to medium scales ( highlighted in blue boxes ) ."
FTE,full time employment,"To calculate vCPU rates , the cost of all compute hardware is aggregated , plus the total staff FTE costs for support on the compute portion of the system ( e.g. , system administration , ticket triage , training , etc . ) ."
HT,hoeffding tree,HT 's overall performance w.r.t accuracy is relatively good except the interval between 77th and 90th chunk where four concept drifts occurred incurring accuracy loss .
SER,symbol error rate,SER of MPA and neural network at AWGN .
SER,speaker error rate,The improvement in SER can be observed on all test datasets .
SER,speech emotion recognition,"Fully convolutional networkCNN has been widely used for deep learning , which does not require traditional handcrafted feature extraction and it has been proved that CNN based system can obtain a comparable or even better accuracy compared with the traditional systems on the SER task ."
BS,base station,"This is because , in the NNNF strategy , the distance of the nearest user to the BS , i.e. , , approaches to zero and hence the term in is small which makes the difference of the bounds and the exact values insignificant ."
BS,beam search,table[t]tabularccccc3 - 52c & 3cHuman Preference1csystem 1 & system 2 & 1 & 2 & neither BS & TS & 43 & 16 & 29 BS & reranking & 18 & 30 & 15 BS & predicted & 38 & 29 & 19 TS & reranking & 18 & 38 & 16TS & predicted & 18 & 27 & 34reranking & predicted & 27 & 24 & 21tabularHuman preferences when given three continuations from each pair of systems .
BS,brier score,The Pareto - fair classifier exhibits the lowest discrepancy on Acc and BS while still being Pareto - optimal .
BS,batch size,BS : batch size .
BS,standard beam search,"We also show that while expanding retrieval set ( from to , where ) has no gain for the decoding based on standard beam decoding ( BS ) and heuristic - based decoding ( BS++ ) , the performance of the proposed decoding method significantly increases ."
BS,bayesian sets,"Specifically , given a set of related items that belong to a class , BS scores a new item by estimating its normalized marginal probability that the item belongs to ."
BS,bidirectional similarity,"DiscussionFigure compares synthesis results of the non - parametric OT 5 , BS 2 methods and the statistical random convolution method in Algorithm ."
BT,best target,"The RT and BT protocols can find near - optimal solutions , while the RB protocol finds a solution with gain , which is far from the optimum ."
BT,back translation,"The baseline is the average accuracy of models using only bitext , i.e. , and for EnglishGerman translation and and for GermanEnglish , and BT is the accuracy of the model after back - translation training ."
BT,bernoulli trial,"This enables us to compare sampling strategies in a realistic setting , where the assumptions of the BT model do not necessarily hold anymore ."
RB,random beamforming,The RB protocol again can not find a good solution .
RB,resource blocks,"On the other hand , each user can be associated with one BS at most using one RB ."
RB,rank - based,"In the table , Prob denotes the Chakrabarti method ( with several thousands parameters ) and RB the rank - based method with 408 parameters ."
RB,reduced basis,"Reconstruction of Displacement FieldsGiven an RB approximation of the deformation gradient , , one can reconstruct the corresponding displacement field uniquely up to rigid body motion ."
RB,rosi braidotti,"JB und RB kennen einander schon , als Fachkollegen * , die daruberhinaus manche Bezugspunkte gemeinsam haben ."
UD,universal dependencies,"Training SetupsFor the lightly supervised setup we performed experiments with the 7 OntoNotes domains and the 10 UD corpora , for a total of 17 in - domain setups ."
UD,unified distillation,"In UD , we use four layers of MLP for the teacher model , with the number of hidden neurons being , , , and , respectively ."
GN,gaussian noise,"As already mentioned in Section , the optical channel can be modeled as an AWGN channel using the GN model under certain conditions ."
GN,grid name,"However , if the posterior probability of the predicted GN is less than a specified threshold value ( 0.6 in this case ) , then the output of the classifier is ."
GN,gauss - newton,"Slow convergence : To deal with singularity , slow LM is commonly used for safe increment , DL and GN are avoided , and efficiency is compromised for stability ."
GCNN,graph convolutional neural network,"The first work of this nature was by , who proposed a GCNN model for learning greedy heuristics on several collections of combinatorial optimization problems defined on graphs ."
GCNN,geodesic convolution neural network,"In that work , the authors apply the GCNN to Riemmanian manifolds , using local radial patches on the manifold to define the support of the convolution operation ."
GCN,generalised convolutional neural network,The results of the comparison with graph features ( GDMD Laplacian and GCN ) suggest that the collective motions in this case can be classified with the node information ( nearest to the ball ) rather than the graph features .
GCN,graph convolution networks,"Especially , there is the smaller descent of SPF - GCN classification accuracy with structure loss increasing from to , e.g. to on Cora , to on Citeseer and to on PubMed ."
GCN,global convolution networks,Effect of both kernels added at end to get actual GCN output .
HAN,hierarchical attention network,"0.33 a ) BERT0.33 b ) HAN0.33 c ) BiLSTM Confusion matrices for BERT , HAN , and BiLSTM on the WeeBit corpus ."
HAN,heterogeneous attributed network,"Finally , in Section , I present recent works that extend network embedding techniques to HAN ."
HMP,hierarchical matching pursuit,The HMP extractor uses RGB images to compute features for the RGB modality and depth images with surface normals for the Depth modality .
HMP,hypermutations with mutation potential,"By returning the best sampled solution during the hypermutation , rather than the first constructive mutation , we then turn the extremely inefficient HMP operator without FCM , into a very effective operator for the standard Opt - IA AIS using hypermutation , cloning and ageing ."
BPE,byte pair encoding,Basic Tokenizer : We use a basic tokenization traditionally used in dialogue modeling instead of BPE tokenization to evaluate the effect of tokenization coverage .
BPE,backward partial execution,"However , BPE is only defined for word automata ( with -branching ) andnot generally for -systems ."
ASD,autism spectrum disorders,Personalizing the learning process is especially important in ASD .
ASD,average surface distance,"Compared to overlap based metrics , the RCA predictions for HD and ASD are not convincing with low correlation , high MAE , and low classification accuracy ."
SWD,sliced wasserstein distance,The SWD and the FID are measured over the whole set of images in the training set .
SWD,semantic web deployment,"When representing these axioms in a machine - readable way(which was the main mission of the SWD group ) , the implementationcreates two "" layers "" orthogonal to this question of definition versusintegrity : enumerateAxioms formally represented in the ontology , for example , sub - property relations to skos : semanticRelation;Axioms that are not explicitly represented in the ontology , primarily due to a lack of expressivity in the representations , for example assertions about disjoint properties ."
