acronym,expansion,anchor_sentence
FTE,foveal tilt effects,"As given in [ appendix : AppxC]Appendix C , we use the predicted mean tilts in the edge maps to extract the foveal tilt effects ( we called FTE ) which is the detected tilt angles at scale 4 ( , highlighted in red in [ fig : C1]Figs , [ fig : C2 ] ) , and also the range of detected tilt angles at fine to medium scales ( highlighted in blue boxes ) ."
HT,hoeffding tree,HT 's overall performance w.r.t accuracy is relatively good except the interval between 77th and 90th chunk where four concept drifts occurred incurring accuracy loss .
SER,symbol error rate,SER of MPA and neural network at AWGN .
SER,speaker error rate,The improvement in SER can be observed on all test datasets .
SER,speech emotion recognition,"Fully convolutional networkCNN has been widely used for deep learning , which does not require traditional handcrafted feature extraction and it has been proved that CNN based system can obtain a comparable or even better accuracy compared with the traditional systems on the SER task ."
BS,base station,"This is because , in the NNNF strategy , the distance of the nearest user to the BS , i.e. , , approaches to zero and hence the term in is small which makes the difference of the bounds and the exact values insignificant ."
BS,beam search,table[t]tabularccccc3 - 52c & 3cHuman Preference1csystem 1 & system 2 & 1 & 2 & neither BS & TS & 43 & 16 & 29 BS & reranking & 18 & 30 & 15 BS & predicted & 38 & 29 & 19 TS & reranking & 18 & 38 & 16TS & predicted & 18 & 27 & 34reranking & predicted & 27 & 24 & 21tabularHuman preferences when given three continuations from each pair of systems .
BS,brier score,The Pareto - fair classifier exhibits the lowest discrepancy on Acc and BS while still being Pareto - optimal .
BS,batch size,BS : batch size .
BS,standard beam search,"We also show that while expanding retrieval set ( from to , where ) has no gain for the decoding based on standard beam decoding ( BS ) and heuristic - based decoding ( BS++ ) , the performance of the proposed decoding method significantly increases ."
BS,bayesian sets,"Specifically , given a set of related items that belong to a class , BS scores a new item by estimating its normalized marginal probability that the item belongs to ."
BS,bidirectional similarity,"DiscussionFigure compares synthesis results of the non - parametric OT 5 , BS 2 methods and the statistical random convolution method in Algorithm ."
BT,best target,"The RT and BT protocols can find near - optimal solutions , while the RB protocol finds a solution with gain , which is far from the optimum ."
BT,back translation,"The baseline is the average accuracy of models using only bitext , i.e. , and for EnglishGerman translation and and for GermanEnglish , and BT is the accuracy of the model after back - translation training ."
BT,bernoulli trial,"This enables us to compare sampling strategies in a realistic setting , where the assumptions of the BT model do not necessarily hold anymore ."
RB,random beamforming,The RB protocol again can not find a good solution .
RB,resource blocks,"On the other hand , each user can be associated with one BS at most using one RB ."
RB,rank - based,"In the table , Prob denotes the Chakrabarti method ( with several thousands parameters ) and RB the rank - based method with 408 parameters ."
RB,reduced basis,"Reconstruction of Displacement FieldsGiven an RB approximation of the deformation gradient , , one can reconstruct the corresponding displacement field uniquely up to rigid body motion ."
RB,rosi braidotti,"JB und RB kennen einander schon , als Fachkollegen * , die daruberhinaus manche Bezugspunkte gemeinsam haben ."
UD,universal dependencies,"Training SetupsFor the lightly supervised setup we performed experiments with the 7 OntoNotes domains and the 10 UD corpora , for a total of 17 in - domain setups ."
UD,unified distillation,"In UD , we use four layers of MLP for the teacher model , with the number of hidden neurons being , , , and , respectively ."
GN,gaussian noise,"As already mentioned in Section , the optical channel can be modeled as an AWGN channel using the GN model under certain conditions ."
GCNN,graph convolutional neural network,"The first work of this nature was by , who proposed a GCNN model for learning greedy heuristics on several collections of combinatorial optimization problems defined on graphs ."
GCN,generalised convolutional neural network,The results of the comparison with graph features ( GDMD Laplacian and GCN ) suggest that the collective motions in this case can be classified with the node information ( nearest to the ball ) rather than the graph features .
GCN,graph convolution networks,"Especially , there is the smaller descent of SPF - GCN classification accuracy with structure loss increasing from to , e.g. to on Cora , to on Citeseer and to on PubMed ."
GCN,global convolution networks,Effect of both kernels added at end to get actual GCN output .
HAN,hierarchical attention network,"0.33 a ) BERT0.33 b ) HAN0.33 c ) BiLSTM Confusion matrices for BERT , HAN , and BiLSTM on the WeeBit corpus ."
HAN,heterogeneous attributed network,"Finally , in Section , I present recent works that extend network embedding techniques to HAN ."
HMP,hypermutations with mutation potential,"By returning the best sampled solution during the hypermutation , rather than the first constructive mutation , we then turn the extremely inefficient HMP operator without FCM , into a very effective operator for the standard Opt - IA AIS using hypermutation , cloning and ageing ."
BPE,byte pair encoding,Basic Tokenizer : We use a basic tokenization traditionally used in dialogue modeling instead of BPE tokenization to evaluate the effect of tokenization coverage .
ASD,autism spectrum disorders,Personalizing the learning process is especially important in ASD .
ASD,average surface distance,"Compared to overlap based metrics , the RCA predictions for HD and ASD are not convincing with low correlation , high MAE , and low classification accuracy ."
SWD,sliced wasserstein distance,The SWD and the FID are measured over the whole set of images in the training set .
BAM,behance artistic media,"For our painting image data - subsets , we experimented with conditioning using combined landscapes and portraits , baseline faces ( from just Painter By Numbers ) , and eventually our augmented faces ( Painter By Numbers + BAM ) datasets ."
BAM,best alignment metric,"As a pre - processing step , CNN based gland segmentation was performed , followed by the calculation of BAM for each gland ."
BAM,bandwidth allocation model,"The PSIoT - SDN proof of concept components are : A network topology created with the Mininet emulator ; The POX SDN network operating system supporting the IoT - SDN network management ; Open vSwitch switches , controlled by the OpenFlow protocol ; User traffic generators ; The MAM - like BAM module implemented with OpenStack tools ; and The SDN user - controller software ."
SSR,spatial skeleton realignment,The skeleton sequences in the figure clearly demonstrates the effectiveness of SSR and GAN regularization in our attack .
SSR,spectral super - resolution,"To our best knowledge , this is the first attempt to explore this in SSR ."
EB,energy buffer,"For decision making by the resource controller , the received EB level reports are compared with the following thresholds : and , respectively termed the lower and the upper energy threshold with ."
EB,energy beam,The proposed method converges to the optimal EB solution as the iterations proceed .
AN,artificial noise,"In ( ) , is the confidential message of satisfying and denotes the AN vector with complex Gaussian distribution , i.e. , ."
AN,attention network,"To further evaluate the performance contribution of FN to FAN , here we compare the performance of FAN and AN , which are all based on the image - encoder released by Shi shi2016robust , instead of the ResNet - based encoder , over the five unconstrained datasets ( IIIT5 K , SVT , IC03 , IC13 and IC15 ) ."
ESC,environment sound classification,"Experiments and ResultsWe report state - of - the - art results on ESC benchmark datasets , i.e. UrbanSound8 K , ESC-10 and ESC-50 , using the proposed model ."
ESC,ergodic sum capacity,So the EHS - CNOMA with MRC provides linearly increased ESC for .
TSP,traveling salesman problem,"Consequently , TauRieL generates TSP solutions two orders of magnitude faster per TSP instance as compared to state - of - the - art offline techniques with a performance impact of 6.1 in the worst case ."
TSP,triad significance profile,"From this algorithm , we can get frequencies of 13 isomorphic triad types of given graph G. TSP - Filtering get 2-hop neighborhood social network of a certain user as input ."
LPP,locality preserving projections,"However , the conventional LPP only takes the manifold information into consideration ."
LPP,load planning problem,The fact that the set of solutions to prediction second stage LPP sample be finite for a given value of allows important simplifications in the analysis of the statistical properties of the SAA method .
ITS,intelligent transportation system,b ] There exist sub - bands contained within a 10 MHz ITS channel .
ITS,intelligent tutoring systems,Many intelligent tutoring systems ( ITS ) use mastery learning within the Knowledge Tracing framework : making students work on a given skill until the system infers that they have mastered it .
CST,corticospinal tract,RecoBundles oversegmented the CST to neighbouring gyri and selected many streamlines ending prematurely instead of reaching the correct start and end regions of the tract .
CST,china standard time,China Standard Time ( CST ) is UTC+08:00 .
CMI,conditional mutual information,because ( a ) CMI directly considers the dependency between the selection and multiple - possible text while limiting the ratio aims at finding the single most salient parts for each source . (
CMI,code - mixed index,"From Table , we have observed that the collected code - mixed data has a higher code - mixing index as compared to FIRE 2015 ( http://fire.irsi.res.in/fire/2015/home ) Shared Task Corpus ( CMI = 11.65 ) and ICON 2015 ( http://ltrc.iiit.ac.in/icon2015/ ) Shared Task Corpus ( CMI = 5.73 ) ."
SCA,successive convex approximation,"By considering the approximations of Pm_con_mod , we can formulate the GP approximated subproblem at the iteration of the SCA as follows : We solve the problem in an online fashion ( i.e. , time slot by time slot ) for ."
SCA,scatter component analysis,Scatter component analysis ( SCA ) converted the samples into a set of subspaces ( i.e. scatters ) and then minimized the divergence between them .
SCA,smart cut algorithm,"Regarding the atained reuse on the tested algorithms , both SCA and RTMA achieved values around 33 of reuse ."
ISP,internet service providers,"The second option is a double translation , in which IPv4 packets are translated to IPv6 packets as specified in RFC6145 and on the edge of the ISP network a second translation from IPv6 back to IPv4 is made ."
ISP,image signal processor,"We consider ISP configurations with all stages enabled , no stages enabled , and stages selectively enabled / disabled ."
BNC,british national corpus,The BNC handbook : exploring the British National Corpus with SARA .
BNC,brown news corpus,Table shows some examples of such sentences present in BNC and EMC datasets .
MACS,mean average conceptual similarity,"In comparison to Brown news corpus , for Enron e - mail corpus A * algorithm has large MACS score for very few sentences ."
MACS,minimum average conceptual similarity,"Consider the scenario in Figure , the MACS score is computed times for the four terms : A , B , C and D. The comparison required for computing the MACS score for A are : , , , , and ."
ADA,american diabetes association 's,"Dataset Our evaluation dataset is comprised of research studies , cited in the ADA Standards of Medical Care 2018 CPG ."
DS,direct sharing,"Hence , they cover DS , PC and ES sharing techniques detected by ( see Figure fig : cookiesharing),but they miss the remaining techniques that represents of the detected sharing in our dataset ."
DS,data structure,Let be a set of points and let DS be the Multi - level LSH data structure obtained from preprocessing with .
DS,data sharing,"For DS layer , we take the input to each subnetwork , generating images for all ."
DS,dempster - shafer,"Fitness comparisonWhen a fitness value is set as DS structure , how to compare the two DS fitness values is worth making further discussion ."
MSA,modern standard arabic,A supervised approach for sentence - level dialect identification between Egyptian and MSA is proposed by Elfardy - ACL-2013 .
MSA,multiple sequence alignment,The MSA results are known as profiles .
DES,dual energy subtraction,"ExperimentDatasetTo verify the performance of the proposed model , we conducted experiments on the paired dataset of normal X - ray images and bone suppressed X - ray images via DES , which are regarded as DXRs ( see Figure ) ."
DES,defence equipment support,"Similarly the Single Source Regulations Office * SSRO2016 stated that £ 61 million charged by DES contractors may be for "" costs that are not appropriate , attributable and reasonable . """
SFC,superposition of functional contours,"Note here that these final targets are not perfect representations of the prototypical contours themselves , as coinciding contours could jeopardise the error distribution in the SFC ."
SFC,service function chaining,A sequence of middleboxes comprising a logical service is called a Service Function Chain ( SFC ) .
PLP,perceptual linear prediction,"Using 88 features including pitch , Mel - PLP , and TRAP - DCT input into a bottleneck DNN , they are able to improve the CER to 40.2 ."
PLP,poisson line process,"Once again , the final expression of the congestion probability is calculated by averaging over the PLP as Once we have the expression of the congestion probability , we set a target value and then , the required number of PRBs is written as a function of through the implicit equation ."
FPR,false positive rate,"There is an elevated 10 higher FPR for African - Americans than for Caucasians for age , and a 10 higher FNR for Caucasians than African - Americans for age ."
FPR,fuzzy preference relation,The FPR matrix of node is defined as with complementary matrix properties : where denotes the preference degree of the UAV node between channel and .
BDT,boosted decision trees,The convolutional neural network gets the best performances with an AUC equal to followed by the BDT with SALT2 features which obtains .
BDT,bi - directional domain translation,"* The top-5 images retrieved by BDT , BDT - St , BDT - Im , CVAE methods on Sketchy test set ."
PAP,process arrival pattern,"Approaches for PAP detectionIn ( dedicated for an all - to - all collective operation ) , there is assumption about the call site ( a place in the code where the MPI collective operation is called ) paired with the message size that they have a similar PAPs for the whole program execution , or at least their behavior changes infrequently ."
PAP,policy administration point,"However , in our case , there is not a traditional PAP , because there is no central authority managing the policies , being each one of the document keepers managers of their own documents , working as a distributed PAP system ."
RM,resource management,"DenseNet - C performs better than DenseNet and Denst - Net - BC with RM data set , but this system uses which we do not know whether it is optimal or not ."
EAD,exponential absolute distance,"Compared to the distance , which is linear in the absolute difference , the EAD gives a larger punishment when the difference is large ."
DCP,deep context prediction,"Failure Cases for DCPAlthough DCP achieved good performance in most of the cases , still it has some limitations and failure cases ."
VO,velocity obstacle,An alternative extension has been proposed in where the VO constraints for non - holonomic robots are solved by exhaustive control sampling .
VO,visual odometry,One way some VO packages detect features is through colored regions .
ECC,error correcting code,"Tesla K40c It is not yet fully disclosed whether disabling ECC ( which is a hardware feature and requires reboot after modifications ) has any direct impact besides available memory bandwidth ( such as available registers , etc . ) ."
ECC,elliptic curve cryptography,"Here , blockchain 's distributed ledger is employed for transaction execution in distributed V2 G environments while ECC is used for hierarchical authentication ."
ASN,autonomous system number,"The A2RD Implementation ModelAccording to Figure , the IEs are arranged and distributed between layers , similar to what was said in the previous section and are implemented in the domain of any ASN ."
ASN,average sample number,The efficiency of detection sampling in our paper is evaluated and optimized by integrating ASN into performance metric ( see definition of delay in equation ) .
LSA,latent semantic analysis,"Once the digital footprint is larger than 128 nonzero features , the raw cosine approach slightly out performs LSA - based approach ."
LSA,licensed shared access,"Major abbreviations 8.7cmSlX mygray Abbreviation & mygray Description ACA - A & Alternative Ascending Clock Auction ACA - T & Traditional Ascending Clock Auction CA / CDF & Cryptographic Authority / Cumulative Distribution Function CIA & Confidentiality , Integrity and Availability triad CRN & Cognitive Ratio Network DoS / DDoS & Denial - of - Service / Distributed Denial - of - Service EBV&Encrypted Bit Vector FJ & Friendly Jamming HMAC&Hash Message Authentication Code KKT & Karush - Kuhn - Tucker LSA & Licensed Shared Access MANET & Mobile Ad hoc NETwork NUM & Network Utility Maximization OPE & Order Preserving Encryption PD / PU / SU&Primary Destination / Primary User / Secondary User SINR & Signal - to - Interference - plus - Noise Ratio SSDF & Spectrum Sensing Data Falsification TLC / TTP & Time Lapse Cryptography / Trusted Third Party VCG / GSP & Vickrey - Clarke - Groves / Generalized Second - Price auction Overview of wireless security issuesWireless networks play an extremely important role in many applications ."
SMC,sequential monte carlo,"For example , opting for a latent feature model not only deviates from an SBM , but also increases the computation complexity because the number of latent variable combination increases from to , thus in turn prompting for an efficient and scalable inference algorithm ."
SMC,sliding mode control,The second part is the adaptation of network parameters ( ) updated to minimize the cost function derived from the SMC output .
SMC,statistical model checking,"To do that , we consider the four NUMA arrangements ( P1 ) , ( P2 ) , ( P3 ) and ( P4 ) in section as well as the factors in Table in the SMC analysis ."
SMC,secure multiparty computation,"Security of the Cryptographic ApproachThe security of MIFE is critical to HybridAlpha , since it is the underlying infrastructure of SMC protocol that supports secure aggregation in HybridAlpha ."
EO,eyes open,"Maiorana2016a analysed 19 channels of EEG from 50 subjects during both EC and EO tasks in three different recording days , with the average interval between the first and the third recording of 34 days ."
EO,earth observation,"The production is estimated as : After September , the growing season is over and the crop yield can be estimated using EO data ."
EDA,evolutionary distribution algorithm,"In particular , if one ignores the states , then RWR can be viewed as an ( Estimation of Distribution Algorithm ) EDA ; as such , without the use of any prior to modulate exploration through the policy space , although at times , RWR imposes a per - iteration constraint of movement by way of a Kullback – Leibler ( KL)-divergence term -note that this offers no global constraint in the sense of a prior , and could be viewed as a formalization of the retaining of old samples in ."
EDA,exploratory data analysis,enumerateAutomated EDA tools aim to make the Data understanding phase as fast and as easy as possible .
DRL,deep reinforcement learning,[ J2 Plasticity ] [ Drucker – Prager Plasticity ] [ Matsuoka – Nakai Plasticity ] Violin plots of the density distributions of model scores in each DRL iteration in Numerical Experiment 1 .
DRL,distributional reinforcement learning,Application of natural gradient descent in DRL setting is complicated in practice .
PG,policy gradient,The objective of a PG algorithm is to maximize the expected cumulative reward ( Eq . )
PG,policy generator,"itemizeNote that the MA , PG , and the SCMS Manager are the only intrinsically - central components of the SCMS ."
PG,property graph,"Hence , we just define an instance mapping which allows to transform a PG graph into an RDF database , such that for every RDF graph , it must satisfy that ."
ROM,range of motion,"The ReHabgame successfully calibrated the ROM of the players , muscle activities , linear and angular motions ."
ICC,intraclass correlation coefficient,This uncertainty is reflected in the 95 confidence interval of each ICC value .
ICC,implicit computational complexity,See BMR09 for an overview on ICC .
MBR,minimum bandwidth regenerating,"As stated by , the ( ) meets the two conditions of Exact - MBR encoding matrix ."
DT,decision tree,"the learning algorithms , we found that the retrained and incremental modeling have similar effect on LR and DT , but they lead to considerably diverse result while working on SVM and MLP : overall , the retrained modeling is clearly better in accuracy on SVM while the incremental one yields much better results on MLP ."
RLS,random local search,"The performance of the , a similar barebones algorithm using the classical static hypermutation operator has recently been related to the performance of the well - studied Randomised Local Search algorithm ( RLS ) ."
SP,strictly piecewise,table*[t]Accuracy on Target SP Stringsets Early Stoppingtab : resultsSPES4.5pttabularcccccccccc2c2Training & 2Test & 3cLSTM & 3cs - RNN & 2RPNI & & & 10 & 30 & 100 & 10 & 30 & 100 & 6SP2 & 21k & 1 & 0.871 ( 0.04 ) & 0.954 ( 0.05 ) & 0.992 ( 0.00 ) & 0.910 ( 0.05 ) & 0.994 ( 0.01 ) & 0.992 ( 0.01 ) & 1.000 & & 2 & 0.960 ( 0.03 ) & 0.989 ( 0.02 ) & 0.998 ( 0.00 ) & 0.976 ( 0.01 ) & 0.998 ( 0.01 ) & 1.000 ( 0.00 ) & 1.000 3 - 10 & 210k & 1 & 0.890 ( 0.07 ) & 0.941 ( 0.04 ) & 0.977 ( 0.02 ) & 0.995 ( 0.01 ) & 0.981 ( 0.05 ) & 0.999 ( 0.00 ) & 1.000 & & 2 & 0.979 ( 0.02 ) & 0.990 ( 0.01 ) & 0.994 ( 0.01 ) & 1.000 ( 0.00 ) & 0.984 ( 0.05 ) & 1.000 ( 0.00 ) & 1.000 3 - 10 & 2100k & 1 & 0.833 ( 0.14 ) & 0.819 ( 0.12 ) & 0.890 ( 0.08 ) & 0.997 ( 0.01 ) & 0.999 ( 0.00 ) & 0.997 ( 0.00 ) & 1.000 & & 2 & 0.838 ( 0.16 ) & 0.805 ( 0.13 ) & 0.872 ( 0.09 ) & 1.000 ( 0.00 ) & 1.000 ( 0.00 ) & 1.000 ( 0.00 ) & 1.000 6SP4 & 21k & 1 & 0.881 ( 0.06 ) & 0.946 ( 0.04 ) & 0.963 ( 0.03 ) & 0.887 ( 0.05 ) & 0.966 ( 0.02 ) & 0.979 ( 0.01 ) & 1.000 & & 2 & 0.950 ( 0.03 ) & 0.960 ( 0.03 ) & 0.983 ( 0.01 ) & 0.883 ( 0.05 ) & 0.975 ( 0.01 ) & 0.979 ( 0.01 ) & 1.000 3 - 10 & 210k & 1 & 0.899 ( 0.11 ) & 0.958 ( 0.07 ) & 0.991 ( 0.01 ) & 0.935 ( 0.08 ) & 0.968 ( 0.04 ) & 0.999 ( 0.00 ) & 1.000 & & 2 & 0.926 ( 0.09 ) & 0.971 ( 0.05 ) & 0.991 ( 0.01 ) & 0.954 ( 0.07 ) & 0.984 ( 0.02 ) & 1.000 ( 0.00 ) & 1.000 3 - 10 & 2100k & 1 & 0.943 ( 0.08 ) & 0.940 ( 0.08 ) & 0.920 ( 0.06 ) & 0.942 ( 0.09 ) & 0.958 ( 0.09 ) & 0.973 ( 0.07 ) & 1.000 & & 2 & 0.928 ( 0.08 ) & 0.930 ( 0.09 ) & 0.911 ( 0.07 ) & 0.951 ( 0.09 ) & 0.962 ( 0.08 ) & 0.974 ( 0.08 ) & 1.000 6SP8 & 21k & 1 & 0.884 ( 0.02 ) & 0.884 ( 0.02 ) & 0.903 ( 0.02 ) & 0.861 ( 0.01 ) & 0.878 ( 0.02 ) & 0.857 ( 0.02 ) & 0.817 & & 2 & 0.733 ( 0.03 ) & 0.643 ( 0.06 ) & 0.688 ( 0.04 ) & 0.730 ( 0.01 ) & 0.681 ( 0.06 ) & 0.625 ( 0.04 ) & 0.587 3 - 10 & 210k & 1 & 0.934 ( 0.05 ) & 0.921 ( 0.05 ) & 0.959 ( 0.03 ) & 0.908 ( 0.02 ) & 0.952 ( 0.03 ) & 0.991 ( 0.00 ) & 0.873 & & 2 & 0.637 ( 0.08 ) & 0.659 ( 0.10 ) & 0.704 ( 0.11 ) & 0.600 ( 0.08 ) & 0.640 ( 0.10 ) & 0.837 ( 0.05 ) & 0.634 3 - 10 & 2100k & 1 & 0.977 ( 0.04 ) & 0.975 ( 0.04 ) & 0.980 ( 0.02 ) & 0.964 ( 0.05 ) & 0.990 ( 0.03 ) & 1.000 ( 0.00 ) & 1.000 & & 2 & 0.881 ( 0.11 ) & 0.865 ( 0.13 ) & 0.864 ( 0.08 ) & 0.890 ( 0.08 ) & 0.942 ( 0.09 ) & 0.984 ( 0.03 ) & 1.000 tabulartable *
SP,subspace pursuit,"Compared with the methods of MP or SP , the major challenge in the periodic decomposition is how to select the dominant periodic component in each iteration , due to the definition of the dominant periodic component in a signal is not clear yet ."
SP,semantic parsing,"Consistent with recent findings , we show that relatively simple neural sequence models are competitive with , and in some cases outperform , traditional grammar - based SP methods on benchmark SP tasks ."
SP,shortest path,The random SP offers the value of in between ( max ) and ( min ) .
SP,spatial pooler,"Since the processing of the SP is not influenced by the context , the SP works identically as in the baseline case ( e.g. the cluster usage and SP outputs are the same in both experiments ) ."
SP,standards poors,"Of the 500 stocks in the SP 500 available , 385 stocks were given to the neural network , which trained and tested itself over each ."
SP,sao paulo,"Caixa Postal 6101 , 13083 - 970 - Campinas , SP , Brasil ."
SP,set point,The ST provided boiler on - time ( BO ) and thermostat set point ( SP ) .
SP,splitting problem,"Such a function solves SP in .For brevity , we set ."
SL,strictly local,"While the RNNs performed above chance in all of our experiments , they struggled learning the two most complex SP languages as compared to the matched SL languages ."
SL,separation logic,"Separation Logic ( SL ) is a well - established approach for deductive verification of programs that manipulate dynamic data structuresORY01,Rey02 ."
SL,supervised learning,"Comparing our SL results in fig : alexnet and fig : resnet50 for 1 , the model hardness for threshold and is much lower for ResNet50 than for AlexNet ."
CLS,constrained least squares,"figure = cls_mild_stb.pdf , width=3.7 in CLS design example using mild constraints ."
CLS,complementary learning systems,"Complementary Learning Systems and Memory ReplayThe CLS theory McClelland1995 , Kumaran2016 provides the basis for a computational framework modelling memory consolidation and retrieval in which the complementary tasks of memorization and generalization are mediated by the interplay of the mammalian hippocampus and neocortex ( see Sec ."
ARA,adversarial risk analysis,"In order to implement the ARA solution to this problem , the defender must use backward induction ."
ARA,accumulate repeat accumulate,"shows the decoding performance of for , the binary multi - edge type LDPC code of rate 1/2 and 1/6 , and the binary ARA code of rate 1/6 ."
POI,points of interest,"The roadmap induces the subset of the POI that can be inspected , denoted as ."
POI,projection of interest,"Regarding the radius of POI , Figure shows thatthe increase of precision tends to saturation at 10 ."
RSS,received signal strength,"A user - centric clustering model , based on a tier - specific RSS threshold , is proposed in for SBS cooperation in the downlink heterogeneous cellular networks , and a power minimization problem with a minimum spectral efficiency constraint is formulated ."
RSS,radio signal strength,use both location - independent features such as frequency difference and phase shift difference as well as location - dependent features such as RSS and angle of arrival ( AoA ) .
RSS,random subcarrier selection,"Although the OFDM - based RSS may dramatically reduce the circuit cost and computational complexity of the receiver , the DM transmitter still keeps a high circuit cost ."
CSD,constrained spherical deconvolution,"When training our network on peaks generated by the MRtrix multi - shell multi - tissue CSD method , we found that it did not work well on peaks generated by the standard MRtrix CSD method ."
CSD,contextual sentence decomposition,Their system CSD - IE is based on the idea of paraphrasing - based approaches described in section .
PA,provider aggregatable,Deagggregation of address blocks due to secondary market transfersOne potential concern with the proposed fee structure is that it may incentivize the creation of a secondary address market that may extend the use of PI allocations by end sites as opposed to PA allocation from the LIRs .
PA,philadelphia,"IEEEtranAdarsha Balaji Adarsha Balaji received a Bachelor ’s degree from ﻿Visvesvaraya Technological University , India , in 2012 and a Master 's degree from Drexel University , Philadelphia , PA , in 2017 ."
PA,physical access,The training and development subsets have similar spoofing algorithms / conditions in both the LA and PA datasets .
PA,peano 's arithmetics,NOT SURE Then we conclude using lem : PA - RTClem : PA - RTC : sequent .
PA,parallel attention,"CO , PA , CG correspond to context - only attention , parallel attention and context - guided attention , respectively ; and the -CVAE suffix indicates their CVAE variant . ("
PA,preferential attachment,The results show that the prediction precision is remarkably higher than that of PA .
PA,power allocation,"A cooperative jamming scheme was proposed in to enhance the PLS , and the authors analysed the impact of PA parameter between confidential information and AN by minimizing the secrecy outage probability subject to a minimum SR constraint ."
PA,presburger arithmetic,"theoremGiven , where is an formula and is a conjunction of the formulae of the form which contains only variables from , our aim is to construct a PA to accept models - as words - of ."
FD,finite differences,"LM improves overall running time by 2 - 3 times beyond FD , and moreover terminates with a much lower suboptimality ."
FD,fractal dimension,"In order to save processing time , the dimensionality of the extracted feature vector is reduced by applying a differential threshold which eliminates weak FD signatures ."
IC,integrated circuit,"In this section , we will discuss the vulnerabilities of the core elements in an obfuscated IC ."
IC,independent cascading,"To efficiently address this issue , an approximate IC model , called MIA , has been proposed ."
SPM,statistical parameter mapping,"For time - series data such as GRFs , SPM proved to be a suitable statistical reference for XAI methods ."
SPM,saliency prediction model,"In the SPM part , we train a saliency prediction model on the capgaze2 corpus to predict a saliency map for each image(We adopt the model in for saliency prediction ) ."
EMD,earth mover 's distance,"We use the Chamfer distance over EMD due to its efficiency which can be defined as follows : equationd_CH ( P_1,P_2 ) = _ aP_1 _ bP_2 a - b ^2_2 + _ bP_2 _ aP_1 a - b ^2_2,eq : chamferequationwhere in Eq . ("
EMD,excessive mapping dissolution,"However computation of the stroke map was done once with the algorithms by , i.e. only DMD , only EMD , and combined , and once with iterative improvement ."
CRC,cyclic redundancy check,"The signature represents the first forty eight bits of an SHA-256 hash of thesecret key , payload , link ID , header , CRC , and timestamp ."
CRC,collaborative representation classification,"According to the performances of LRC and RCR in our work and , we deduce that the really recognition accuracies of SRC and CRC in the first subset of LFW - A database under our experimental configuration might be a little bit higher than the ones reported in while those accuracies in the second subset of LFW - A database under our experimental configuration might be a little bit lower than the ones reported in ."
ADN,artifact disentanglement network,"As ADN produced comparable performance to the supervised methods , we compared the proposed 3DGAN with the following existing CycleGAN - based methods , including ADN , in the context of an unsupervised learning framework ."
ADN,activity driven networks,"tikzpicture customlegend[legend columns=5,legend style = at=(0.12,1.02),draw = none , column sep=2ex , line width=2 pt , legend entries = DDT , Het GDT , Het ADN , Hom GDT , Hom ADN ] mark = triangle , solid , line legend , color = blue mark = x , solid , color = red mark = triangle , solid , color = magenta mark = o , color = cyan mark = star , color = yellow customlegend tikzpictureadf_a.pdf adf_b.pdf1emadf_c.pdf adf_d.pdfDiffusion dynamics on various contact networks - real contact network ( DDT ) , heterogeneous GDT ( Het GDT ) , homogeneous GDT ( Hom GDT ) , heterogeneous ADN ( Het ADN ) , and homogeneous ADN ( Hom ADN ) : A ) disease prevalence dynamics , B ) accumulative infection over simulation days , C ) variations in the daily prediction comparing to real contact network and D ) variation in the accumulative predictionfig : nethmdffigureDiffusion analysisThe selected four synthetic contact networks ( Hom ADN , Het ADN , Hom GDT and Het GDT ) are generated with 364 K nodes for 32 days and simulations are run with the selected disease parameters ."
TU,threshold updation,We also compare TopKMintra with the state - of - the - art approach MintraBL which is an adapted version of the USpan algorithmyin2012uspan designed for mining top - k patterns from the activity - trajectory data and also analyze the effect of the above two mentioned heuristics by adopting it in the baseline algorithm as MintraBL+i ( TI with baseline ) and MintraBL+s ( TU with baseline ) .
TU,translation unit,"Hence , the TU of the NMT used in those languages is at a smaller level of word , i.e. subword ."
OEC,oxford english corpus,The OEC : Facts about the language . (
OEC,online elliptical clustering,The two very close sharp spikes followed by drops in both indices values corresponds the spike for the wind before the snow and the snow fall as identified by OEC .
BSM,basic skill module,"Each BSM provides a deterministic policy , where is the calculated result in form of a digit character sequence ."
BSM,basic safety messages,Also logged was the number of individual input vehicles within the BSM timestamp .
BNN,bayesian neural networks,BNN estimates the posterior over network weights while optimizing the training objective .
BNN,binary neural networks,They show performance gains compared to BNN on ImageNet classification .
GVR,gradient variance regularizer,"On the other hand , one can estimate the empirical uncertainty of the model by the variance of network parameters , which we call gradient variance regularization ( GVR ) ."
GVR,global visual representations,"We can see that the DVEM decision avoided relying too heavily on the distinctive floor pattern , which is common at many tourist locations , and cause GVR to make a wrong prediction ."
SCCs,strongly connected components,"In order to make all superlinear SCCs purely superlinear , we apply a sequence of substituting operations ."
SCCs,static camera clusters,"SCCs have rigidly mounted camera configurations with static extrinsic parameters , while DCCs incorporate a camera mounted to an actuated mechanism , such as a gimbal , allowing the cameras to reconfigure their orientation independent of each other and irrespective of robot motion ."
